tên_sản_phẩm,giá_hiện_tại,giá_gốc,khuyến_mãi,đánh_giá,link_sản_phẩm,brand_id,series,genre_name,công_nghệ_cpu,số_nhân,số_luồng,tốc_độ_cpu,bộ_nhớ đệm,ram,tốc_độ_bus_ram,màn_hình,độ_phân_giải,công_nghệ_màn_hình,đồ_họa,webcam,kích_thước,thông_tin_pin,hệ_điều_hành,cổng_giao_tiếp,kết_nối_không_dây,tính_năng,tốc_độ_tối_đa,loại_ram,ram_tối_đa,ổ_cứng,tần_số_quét,card_màn_hình,âm_thanh,chất_liệu,ra_mắt,đèn,bluetooth,năm_sản_xuất,đèn_bàn_phím,vỏ_nhựa,tên_hãng,nguồn_bán
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Max 2023 14-core CPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-max-2023-14-core,7,MacBook M3,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Max 2023 14-core CPU,39.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-max-2023-14-core,7,MacBook M3,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Max 2023 14-core CPU,Dự kiến: 89.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-max-2023-14-core,7,MacBook M3,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Max 2023 14-core CPU,Dự kiến: 89.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-max-2023-14-core,7,MacBook M3,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core,Dự kiến: 79.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core-36gb,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,36 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI Jack tai nghe 3.5 mm MagSafe 3 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core,Dự kiến: 79.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core-36gb,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,36 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI Jack tai nghe 3.5 mm MagSafe 3 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core CPU,Dự kiến: 74.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120 Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 16 inch M3 Pro 2023 12-core CPU,Dự kiến: 74.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,"16.2"" Liquid Retina XDR display (3456 x 2234)",Hãng không công bố,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.14 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,120 Hz,18 nhân GPU,Hãng không công bố,Hãng không công bố,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,,,,macOS,,,,,,,512 GB SSD,,,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 2023 10-core GPU,Dự kiến: 64.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m3-2023,7,MacBook M3,Laptop,Apple M3 - Hãng không công bố,10,,,,8 GB,,14.2 inch Liquid Retina XDR display,3024 x 1964,,,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.55 kg,Lên đến 22 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe, 2 x Thunderbolt / USB 4 (hỗ trợ DisplayPort, Thunderbolt 3 (up to 40Gb/s), USB 4 (up to 40Gb/s))",,,,,,1 TB SSD,120 Hz,10 nhân GPU,,,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Pro 2023 12-core CPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023-12-core,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,14.2 inch Liquid Retina XDR display,3024 x 1964,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.61 kg,Lên đến 18 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,Hãng không công bố,18 nhân GPU,Hãng không công bố,Vỏ nhôm tái chế 100%,2023,,,,,,MacBook,TGDD
MacBook Pro 14 inch M3 Pro 2023 12-core CPU,Dự kiến: 44.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023-12-core,7,MacBook M3,Laptop,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,18 GB,Hãng không công bố,14.2 inch Liquid Retina XDR display,3024 x 1964,Hãng không công bố,Card tích hợp,1080p FaceTime HD camera,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.61 kg,Lên đến 18 giờ (Hãng công bố),macOS Sonoma,"HDMI, Jack tai nghe 3.5 mm, MagSafe 3, 3 x Thunderbolt 4 ( hỗ trợ DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s))",Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,Hãng không công bố,18 nhân GPU,Hãng không công bố,Vỏ nhôm tái chế 100%,2023,,,,,,MacBook,TGDD
Itel Spirit 2 i5 1155G7 (71006300203),MỚI RA MẮT,9.490.000₫,-15%,5,https://www.thegioididong.com/laptop/itel-spirit-2-i5-71006300203,8,,Laptop,Intel Core i5 Tiger Lake,4,8,2.50 GHz,8 MB,32 GB,3200 MHz,15.6 inch,,,Intel Iris Xe Graphics,2 MP,Dài 358 mm - Rộng 243 mm - Dày 18.9 mm - Nặng 1.7 kg,65 W,,,,,,,,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),,,,Vỏ nhựa - nắp lưng bằng kim loại,2022,,,,,,Itel,TGDD
Gigabyte Gaming G5 i5 12450H (MF-F2VN313SH),Hàng sắp về,23.290.000₫,-12%,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-mf-f2vn313sh,9,,Laptop,Intel Core i5 Alder Lake,8,12,2.00 GHz,12 MB,64 GB,,15.6 inch,45% NTSC,,,Nút bật/tắt camera,Dài 360 mm - Rộng 238 mm - Dày 22.7 mm - Nặng 1.9 kg,150 W,2023,,,Đơn LED - 15 chế độ màu,,,,512 GB SSD NVMe PCIe Gen 4.0,,"NVIDIA GeForce RTX 4050, 6 GB",,,,,,,,,Gigabyte,TGDD
Gigabyte Gaming G5 i5 12500H (KF-E3PH333SH),7.990.000₫,25.790.000₫,,,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-kf-e3ph333sh,9,,Laptop,Intel Core i5 Alder Lake,12,16,2.50 GHz,18 MB,64 GB,3200 MHz,15.6 inch,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 4060,,,2023,,,,,,Gigabyte,TGDD
Gigabyte Gaming G5 i5 12450H (MF-F2VN333SH),20.390.000₫,22.590.000₫,-7%,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-mf-f2vn333sh,9,,Laptop,Intel Core i5 Alder Lake,8,12,2.00 GHz,12 MB,64 GB,,15.6 inch,45% NTSC,,"NVIDIA GeForce RTX 4050, 6 GB",,Dài 360 mm - Rộng 238 mm - Dày 22.7 mm - Nặng 1.9 kg,150 W,,,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,2023,,,,,,Gigabyte,TGDD
Surface Pro 9 i7 1255U,24.690.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i7-512,10,,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,LPDDR5,4800 MHz,13 inch,2880 x 1920,,Intel Iris Xe Graphics,,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"Li-ion, 47.7 Wh",,"2 x USB-C with USB 4.0/ Thunderbolt 4, 1 x Surface Connect",,,,,,,"mượt mà, đáp ứng linh hoạt từ việc lướt web, chơi game đều nhanh nhạy",,,Vỏ kim loại nguyên khối,2022,,,,,,Surface,TGDD
Surface Pro 9 i7 1255U,24.690.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i7-512,10,,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,,4800 MHz,13 inch,2880 x 1920,100% sRGB,Card tích hợp,,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"Li-ion, 47.7 Wh",,"2 x USB-C with USB 4.0/ Thunderbolt 4, 1 x Surface Connect",,,,LPDDR5,Không hỗ trợ nâng cấp,,,Intel Iris Xe Graphics,,Vỏ kim loại nguyên khối,2022,,,,,,Surface,TGDD
Surface Pro 9 i7 1255U,20.990.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i7,10,,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,LPDDR5,4800 MHz,13 inch,2880 x 1920,,Intel Iris Xe Graphics,,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"Li-ion, 47.7 Wh",,"2 x USB-C with USB 4.0/ Thunderbolt 4, 1 x Surface Connect",,,,,,,"mượt mà, đáp ứng linh hoạt từ việc lướt web, chơi game đều nhanh nhạy",,,Vỏ kim loại nguyên khối,2022,,,,,,Surface,TGDD
Surface Pro 9 i7 1255U,20.990.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i7,10,,Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,,4800 MHz,13 inch,2880 x 1920,100% sRGB,Card tích hợp,,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"Li-ion, 47.7 Wh",,"2 x USB-C with USB 4.0/ Thunderbolt 4, 1 x Surface Connect",,,,LPDDR5,Không hỗ trợ nâng cấp,,,Intel Iris Xe Graphics,,Vỏ kim loại nguyên khối,2022,,,,,,Surface,TGDD
Surface Pro 9 i5 1235U,49.990.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i5,10,,Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,LPDDR5,4800 MHz,13 inch,2880 x 1920,,Intel Iris Xe Graphics,,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"Li-ion, 47.7 Wh",,"2 x USB-C with USB 4.0/ Thunderbolt 4, 1 x Surface Connect",,,,Onboard,Không hỗ trợ nâng cấp,,,Intel Iris Xe Graphics,,Vỏ kim loại nguyên khối,2022,,,,,,Surface,TGDD
Masstel E116 N4020,44.990.000₫,,,39,https://www.thegioididong.com/laptop/masstel-e116-n4020,11,,Laptop,Intel Celeron,2,2,1.10 GHz,4 MB,,,11.6 inch,,,Intel UHD Graphics 600,,Dài 227 mm - Rộng 188.6 mm - Dày 18.6 mm - Nặng 0.92 kg,"2-cell Li-Po, 30.4 Wh",,,,,,,,128 GB eMMC,,,2 MP,,2022,,,,,,Masstel,TGDD
Masstel E140 N4120,29.990.000₫,,,10,https://www.thegioididong.com/laptop/masstel-e140-n4120,11,,Laptop,Intel Celeron,4,4,1.10 GHz,4 MB,4 GB,,14 inch,HD (1366 x 768),,Intel UHD Graphics 600,,Dài 329 mm - Rộng 220 mm - Dày 18.7 mm - Nặng 1.35 kg,"2-cell Li-Po, 37 Wh",Windows 10 Pro,"HDMI, 2 x USB 3.0, Jack tai nghe 3.5 mm",,,,,,128 GB SSD,,,,,,,,,,,Masstel,TGDD
SingPC M16 i7 1065G7 (M16i7108M5-W),2.990.000₫,15.990.000₫,-37%,6,https://www.thegioididong.com/laptop/singpc-m16-i7-m16i7108m5-w,12,,Laptop,Intel Core i7 Ice Lake,4,8,1.30 GHz,8 MB,64 GB,3200 MHz,15.6 inch,,,,,Dài 360 mm - Rộng 230 mm - Dày 20 mm - Nặng 2 kg,"3-cell, 38 Wh",Windows 11 Pro,,,,,,,,,"NVIDIA GeForce MX330, 2 GB",,Vỏ hợp kim,2023,,,,,,SingPC,TGDD
LG gram 2023 i7 1360P (17Z90R-G.AH78A5),4.390.000₫,50.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-17z90rgah78a5,13,Gram,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,LPDDR5 (Onboard),6000 MHz,17 inch,99% DCI-P3,,Intel Iris Xe Graphics,Full HD Webcam,Dài 378.8 mm - Rộng 258.8 mm - Dày 17.8 mm - Nặng 1.35 kg,80 Wh,,,,Làm mát Mega 5.0,,,,1 TB SSD NVMe PCIe Gen 4,,,,,2023,,,,,,LG,TGDD
LG gram 2023 i7 1360P (16Z90R-G.AH76A5),9.990.000₫,46.990.000₫,-10%,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-16z90rgah76a5,13,Gram,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,16 GB,,16 inch,Full HD,,Intel Iris Xe Graphics,Full HD Webcam,Dài 355.1 mm - Rộng 241.3 mm - Dày 15.9 mm - Nặng 1.999 kg,80 Wh,2023,,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,,,,,,,LG,TGDD
LG gram Style 2023 i5 1340P (16Z90RS-G.AH54A5),45.190.000₫,43.990.000₫,-9%,,https://www.thegioididong.com/laptop/lg-gram-style-2023-i5-16z90rsgah54a5,13,Gram,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,,6000 MHz,16 inch WQHD+ (3200 x 2000) - OLED 16:10,3200 x 2000,OLED,Intel Iris Xe Graphics,Full HD Webcam,Dài 355.1 mm - Rộng 241.3 mm - Dày 15.9 mm - Nặng 1.25 kg,80 Wh,,"2 x USB Type-C (hỗ trợ Power Delivery, DisplayPort, Thunderbolt 4)",,Làm mát Mega 5.0,,LPDDR5 (Onboard),Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,,Intel Iris Xe Graphics,,Vỏ kim loại - Nắp lưng và bàn phím bằng Kính cùng Magie,2023,,,,,,LG,TGDD
LG gram UltraSlim 2023 i5 1340P (15Z90RT-G.AH55A5),42.190.000₫,42.990.000₫,-9%,,https://www.thegioididong.com/laptop/lg-gram-ultraslim-2023-i5-15z90rtgah55a5,13,Gram,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,LPDDR5 (Onboard),6000 MHz,15.6 inch Full HD (1920 x 1080) OLED,,,Intel Iris Xe Graphics,Full HD Webcam,Dài 356 mm - Rộng 227.6 mm - Dày 10.9 mm - Nặng 0.99 kg,60 Wh,2023,"1 x USB Type-C (chỉ hỗ trợ Power Delivery), 2 x USB Type-C (hỗ trợ Power Delivery, DisplayPort, Thunderbolt 4)",,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,2023,,,,,,LG,TGDD
LG gram 2023 i7 1360P (14Z90R-G.AH75A5),39.690.000₫,38.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-14z90rgah75a5,13,Gram,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,LPDDR5 (Onboard),6000 MHz,14 inch,99% DCI-P3,,Intel Iris Xe Graphics,Full HD Webcam,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm - Nặng 0.999 kg,"Li-ion, 72 Wh",Không hỗ trợ nâng cấp,,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,2023,,,,,,LG,TGDD
LG gram Style 2023 i5 1340P (14Z90RS-G.AH54A5),38.990.000₫,38.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-style-2023-i5-14z90rsgah54a5,13,Gram,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,LPDDR5 (Onboard),6000 MHz,14 inch 2.8K (2880 x 1800) - OLED 16:10,,100% DCI-P3,Intel Iris Xe Graphics,Mega 5.0 Đơn sắc - Màu trắng,Dài 311.6 mm - Rộng 213.9 mm - Dày 15.9 mm - Nặng 0.999 kg,"Li-ion, 72 Wh",,,,,,,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,90 Hz,,Full HD Webcam,Vỏ kim loại - Nắp lưng và bàn phím bằng Kính cùng Magie,2023,,,,,,LG,TGDD
LG gram 2in1 2023 i5 1340P (14T90R-G.AH55A5),34.690.000₫,37.990.000₫,-10%,,https://www.thegioididong.com/laptop/lg-gram-2in1-2023-i5-14t90rgah55a5,13,Gram,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,16 GB,,14 inch,99% DCI-P3,,Intel Iris Xe Graphics,Full HD Webcam,Dài 314 mm - Rộng 219.5 mm - Dày 16.8 mm - Nặng 1.25 kg,"Li-ion, 72 Wh",,2 x USB Type-C,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,,2023,,,,,,LG,TGDD
LG gram 2023 i5 1340P (14Z90R-G.AH53A5),34.690.000₫,32.490.000₫,-10%,,https://www.thegioididong.com/laptop/lg-gram-2023-i5-14z90rgah53a5,13,Gram,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,16 GB,6000 MHz,14 inch,Full HD,99% DCI-P3,Intel Iris Xe Graphics,Full HD Webcam,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm - Nặng 0.999 kg,"Li-ion, 72 Wh",,,,Làm mát Mega 4.0,,LPDDR5 (Onboard),,256 GB SSD NVMe PCIe Gen 4,,,,,2023,,,,,,LG,TGDD
Máy tính để bàn HP AIO EliteOne 870 G9 76N83PA (Intel Core i5-12500 | 8GB | 512GB | Intel UHD 770 | 27 inch QHD | Win 11 | Bạc),30.690.000 đ,33.990.000 đ,9.71%,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-aio-eliteone-870-g9-76n83pa.html,,,,"Chíp xử lý: Intel Core i5-12500 (upto 4.6 GHz, 18MB) ",,,,,"Bộ nhớ Ram: 8GB DDR5-4800MHz (1 khe 8GB + 1 khe trống, tối đa 64GB) ",,27 inch QHD,,,"Kết nối mạng: Lan Gigabit, Wifi+ Bluetooth",,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính bàn Dell Inspiron AIO DT 5420 42INAIO540020 (i7-1355U | 16GB | SSD 512GB | 23.8 FHD | Windows 11 Home + Office Home and Student 2021),25.890.000 đ,26.990.000 đ,4.08%,,https://www.anphatpc.com.vn//may-tinh-ban-dell-inspiron-aio-dt-5420-42inaio540020.html,,,,,,,,,16GB DDR4 3200MHz (2x8GB)( 2 khe),,,,,Card đồ họa: Intel Iris Xe Graphics,,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn HP All in one ProOne 240 G9 6M3V0PA (Intel Core i5-1235U | 8GB | 256GB | Intel Iris Xe | 23.8 inch FHD | Win 11 | Đen),17.290.000 đ,18.990.000 đ,8.95%,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-all-in-one-proone-240-g9-6m3v0pa.html,,,,"CPU: Intel Core i5-1235U (Upto 4.4GHz, 10 nhân, 12 luồng, 12MB) ",,,,, 8GB (1 x 8GB) DDR4-3200 MHz ( 2 khe),,"Màn hình: 23.8 inch FHD (1920 x 1080), IPS, anti-glare, 250 nits, 72% NTSC ",,,,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn All in one HP ProOne 240 G10 8W8K0PA (Intel Core i5-1335U | 8GB | 256GB | Intel Iris Xe | 23.8 inch FHD | Win 11 | Đen),Liên hệ,,,,https://www.anphatpc.com.vn//may-tinh-de-ban-all-in-one-hp-proone-240-g10-8w8k0pa.html,,,,"CPU: Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache, 10 cores, 12 
threads) ",,,,,RAM: 8GB DDR4-3200 MHz RAM (1 x 8 GB) (2 khe) ,,"Màn hình: 23.8 inch FHD (1920 x 1080), IPS, three-sided micro-edge, 
anti-glare, 250 nits, 72% NTSC ",,,VGA: Intel Iris Xe,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn HP ProOne 440 G9 AIO NT 6M3W7PA (Core i7-12700T | 8GB | 512GB | UHD Graphics 770 | 23.8inch FHD Non-Touch | Windows 11 Home),22.990.000 đ,25.990.000 đ,11.54%,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-proone-440-g9-aio-nt-6m3w7pa.html,,,,"Chíp xử lý: Intel Core i7-12700T (upto 4.70 GHz, 25MB) ",,,,,,,,,,Card đồ họa: Intel UHD Graphics,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn Dell AIO Inspiron 24 5420 FNRJ1 (Intel Core i3-1315U | 8GB | 512GB | Intel UHD | 23.8 inch FHD | Win 11 | Office),18.990.000 đ,19.990.000 đ,5.00%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dell-aio-inspiron-24-5420-fnrj1.html,,,,Chíp xử lý: Intel Core i3-1315U (upto 4.50GHz) ,,,,,,,"Màn hình: 23.8 inch FHD (1920 x 1080) Wide view Angle, anti-glare ",,,Card đồ họa: Intel UHD Graphics,,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn All in one Asus A3402WBAK-WA549W (Intel Core i3-1215U | 8GB | 512GB | Intel UHD | 23.8 inch FHD  | Win 11 | Trắng),13.990.000 đ,15.490.000 đ,9.68%,,https://www.anphatpc.com.vn//may-tinh-de-ban-all-in-one-asus-a3402wbak-wa549w.html,,,,"Chíp xử lý: Intel Core i3-1215U (upto 4.40 GHz, 10 MB, 6 nhân 8 luồng) ",,,,,"Bộ nhớ Ram: 8GB DDR4 SO-DIMM ( 2 khe, 1 khe 8 GB + 1 khe trống) ",,,,,Card đồ họa: Intel UHD Graphics,,,,Window,,,,,,,,,,,,,,,,,,Asus,An Phát
